PC1,PC2,PC3,PC4,PC5,PC6,Event_Type,Year
-0.2887847488947781,-0.0443226062379118,-0.1711326042972677,-0.28497861617203346,-0.4170735846624165,-0.09891886119092458,Wildfire,2004
-0.7018123865039495,0.18298735549238593,0.08689796996111268,-0.1979824733505314,-0.024058616212295447,-0.05919785666992293,Floods,2004
-0.6316936102090605,0.07315284489359263,0.03308469772194394,-0.025330135969120236,0.00436833940172381,-0.0413573782621563,Hurricane,2004
-0.47826854732418606,-0.13643907972324504,0.0900789275392767,0.14936240004676948,0.0021128187093331398,-0.12889536916196281,Tornado,2005
-0.2891694722520492,-0.28036452172081083,0.0176965626509196,0.34811377853177056,0.06211163261910259,-0.021772362022196602,Wildfire,2005
-0.6824403058153564,0.19338529963651344,0.06398273012313892,-0.21352558478480832,-0.03299431066133572,-0.05789253383672386,Floods,2005
5.49530398900985,7.890125005010443,3.1735934654377607,3.423999855382251,-1.8922726910690757,0.1961197319613318,Hurricane,2005
-0.3599635710819645,-0.27175590265042854,-0.052254282893383616,0.4256117499870042,0.05498921851364474,-0.12618974923808773,Tornado,2005
-0.5655760388680486,0.3243809854119489,0.047985683601499865,-0.0776179683800362,0.03179908264448006,-0.11256479390144312,Wildfire,2006
-0.716847144125533,0.20767495113585424,0.07068531045568735,-0.19706955972267862,-0.007720337980097969,-0.051683854259318526,Floods,2006
-0.46820053145409135,-0.17622173048208667,-0.3010800561158253,0.5337748203908076,0.08740773185727262,0.03990129820238961,Hurricane,2006
-0.604172871295697,0.07557465028246954,-0.014472519536286881,0.023539757287312005,0.02831954992054817,-0.055292398189938925,Tornado,2006
-0.5476815730908141,0.07840162315559496,-0.09711794062174009,0.12251082335766023,0.07573627745898262,-0.05901500590576001,Wildfire,2007
-0.71323312184012,0.2413019850376526,0.03527687113859369,-0.19614268033921456,0.0158342596394151,-0.0423934459839792,Floods,2007
-0.7095647660156786,0.16881345876559783,0.001967508334618822,-0.09946687628548158,-0.0008060366967322985,-0.012607947946870555,Tornado,2007
-0.687124406691166,0.1918296073918792,0.09493096257277459,-0.20420122733650845,-0.003392886705579218,-0.0545599692447937,Floods,2007
0.15585009855473436,0.49365489110258726,-0.5015856175260022,-0.6141644678642636,-0.1247860586314009,-0.3168130456373015,Hurricane,2007
0.5655862262652707,-1.4363955749725592,-0.008142127703665255,1.6625489293044784,0.15191888884272947,-0.46891780554551066,Tornado,2008
-0.6306460247831941,0.1833023639345516,0.0007084497734445294,-0.08888604113698889,0.04412987260035516,-0.059825109606400535,Wildfire,2008
-0.6018553755509407,0.17915441375668867,0.14189426071985284,-0.2325314537578087,0.04477135961536414,0.023598788221576617,Floods,2008
-0.6959804481790057,0.2173842264191348,0.07107925096258111,-0.21580853822094995,0.014862273557415245,0.04017810005529213,Hurricane,2008
-0.37931142799073886,-0.23449268783610808,-0.007137678841407886,0.35083607407348344,0.04618467382959757,-0.1135602577449055,Tornado,2008
-0.4324532108984267,0.279286272871705,0.019654600247054083,-0.11638760537769234,0.17658265391473718,-0.17165185508613318,Wildfire,2009
-0.7185551242255753,0.19119590304699507,0.0852830675500192,-0.19652215519997396,-0.018534516121787407,-0.04780006881021254,Floods,2009
-0.6662120010763923,0.21434561017118442,0.07712910892545248,-0.22949627231489098,0.022265775487713652,0.07004164815645243,Hurricane,2009
-0.40051451055500353,-0.19640995492661312,-0.01085248340628159,0.2968013216184802,0.05699792502888828,-0.03638349256772128,Tornado,2009
-0.48473034756598904,-0.0009450230486390155,0.3256756021970665,-0.12002247018626795,-0.04399953713072751,-0.24399712997953035,Wildfire,2009
-0.7223962033288963,0.20301283970979178,0.07159504462994881,-0.19813136459073086,-0.014952176573785995,-0.0341612621375942,Floods,2010
-0.7423265421769232,0.22091672352031874,0.04767558056104922,-0.1982929360511817,-0.015017236255526421,-0.017636241931152107,Hurricane,2010
-0.479377868795683,-0.11911545943096134,-0.024561468677938972,0.23622453041082492,0.03332310904382796,-0.09577436875225445,Tornado,2010
-0.5989445213713541,0.22779041875825712,0.009539108664808518,-0.09826226473744835,0.06341431871297686,-0.07999024749263117,Wildfire,2011
-0.6869861647769909,0.16636511076015023,0.11443313995922712,-0.19756767240136824,-0.022134676948117753,-0.08541528107183392,Floods,2011
2.55487109544668,-4.381539104818101,-0.1978290190356949,4.840773325170874,0.21461665587899992,-1.2724858286153797,Hurricane,2011
-0.5020458202143915,-0.12405084190928431,-0.10823320048501019,0.3096056887282896,0.040812945830286905,-0.0414185058962985,Tornado,2011
-0.6134767501284994,0.19248310479075487,0.0681094979994289,-0.1409762554334436,0.04040943214861194,-0.14793128350899434,Wildfire,2011
-0.6629533240316963,0.17254249004992223,0.12360952372548803,-0.2101316418057163,-0.0017527435033368342,-0.05861325529014834,Floods,2012
0.3774286275545653,0.5705191591032088,0.10780191531729552,-0.42069360029496466,0.8187514480272596,-0.2159992918060026,Hurricane,2012
-0.6325501690399703,0.06086583951984576,-0.003147011331587002,0.020486099334590887,0.006267404416963242,-0.041291326796230196,Tornado,2012
-0.6645735937412734,0.21894174062579452,0.06155173667939264,-0.16109394030344668,0.014193158146573917,-0.0739467790619799,Wildfire,2012
-0.5465927662728643,0.16652585703761721,0.17755041165662702,-0.2579844712667582,0.06972245379443902,0.09111065860878607,Floods,2012
4.204511985160104,1.89802041675,-0.838308645506695,-0.8089251680869105,2.819657913028243,-0.857852928213491,Hurricane,2013
-0.6095096198666397,0.050919401631799185,0.004204734263317624,0.026458405220589246,0.01354984787077323,-0.055720630567001536,Tornado,2013
-0.5244648781056529,0.11905483964394752,0.14600980572840147,-0.12804813750989477,0.04884326471383366,-0.23924781880151735,Wildfire,2013
-0.7265667389122262,0.20104535365202506,0.0713249399173804,-0.19821013170660115,-0.02054608311653085,-0.04286848782133525,Floods,2013
7.999153099651381,0.7995149189618445,-5.084937509285516,-1.4056995518964577,-0.14241557012327857,-1.4787031898661218,Hurricane,2013
-0.6708044066949531,0.148422705285312,0.017723825200132968,-0.0851838357427927,0.010537760432562123,-0.03195091751026432,Tornado,2014
0.6695153889129581,-0.5405197417856591,1.1582369919805753,-0.35625619451402296,0.35932164996644483,0.2607158628574653,Wildfire,2014
-0.7187471591762084,0.19511033978046383,0.07080107373426937,-0.2005354024560244,-0.027888570219985368,-0.042008722129001974,Floods,2014
-0.7424026500671881,0.2211524177318217,0.05032014795227904,-0.1975361614904465,-0.011545222229606805,-0.015559380519142348,Hurricane,2014
-0.5843272740862494,0.04408932911143219,0.02639082036800829,0.015138382217085392,0.02362463764617887,-0.036364333592253315,Tornado,2014
-0.5358836102974736,0.1431470765937712,-0.06011807254359175,0.02517324536461601,0.10455061718535529,-0.14176336077847984,Wildfire,2015
-0.7257338639554054,0.20217757020952848,0.07383868309268024,-0.19747640553048218,-0.016693300149555366,-0.04587244829727772,Floods,2015
3.896053153796441,1.4943767884525871,0.6461586066672511,-1.5045213169634468,3.2513516529425117,0.8072107031405776,Hurricane,2015
-0.44072704431439047,-0.1589376014126145,0.04767829223050595,0.2097473285599075,0.026044368552577503,-0.10185530085268359,Tornado,2015
-0.38057980337098973,-0.14682805255795478,0.24064331948215406,0.08683465912278697,-0.0014787073241061528,-0.28684171928157354,Wildfire,2015
